id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
13848679,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,30b9ca46-75ea-407b-be74-63c3b197470e,00201731,440846,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria osterhoutii",95399,Payson,Physaria,,osterhoutii,,,Species,,,,,,,,"John Anderson",86-89,1986-07-01,1986,7,1,182,,"01 July 1986",,"White ridge of Pierre shale.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=f9974bda-a2d9-4e29-923c-ee902e52f4d5",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Grand,,"1 mi NE of Hot Sulphur Springs along Hwy. 40. behind the rodeo ground.",,40.0809484,-106.0873217,WGS84,1000,,"Ryan Allen",Mapstedi,,,"I plotted the UTM 1 mile northeast of the GNIS point for Hot Sulphur Springs along HWY 40. RA",2365,,,,,"7760 ft, 2365 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,3f907d45-7f09-4bb9-bd3d-726d69609c11,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848679
13848680,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,45344c48-aaef-4b54-b4c0-be9fe1ef0e5e,00201749,466330,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"Ken Heil",9719,1996-05-28,1996,5,28,149,,"28 May 1996",,"Sagebrush community.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=3c49df19-a73d-4eb5-a192-ce20c24ef407 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=99707278-a610-11e3-a341-00ff10703b0e",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"S of Prospector Spring and S of road.",,38.4747225,-106.7051201,WGS84,500,"T49N R2E SEC2 E½ SEC25 SE/SW","Allison Smith",Mapstedi,,,"***I put the point S of Prospector Spring and a road in the SE1/4 of the SW1/4 of section 25 of the TR given at 8060ft. AAS I am going to have this checked by the herbarium. RA",,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,e8fa6658-7779-4754-b016-ae40578a2d68,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848680
13848682,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,cb16cde3-cb38-46b0-b3a3-ed8b274c56c0,00201764,440850,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"John Anderson",86-137,1986-08-13,1986,8,13,225,,"13 August 1986","Physaria floribunda Rydberg (pedicels reflexed; lvs. multiple toothed; out of range of P. rollinsii - several specimens of P.f. from e. Mesa Co.), det. W.F. Jennings, 25 Nov. 2003. Original ID: Physaria rollinsii Mulligan.","On powdery Green River Shale.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=c6a6aa4d-b198-4ebd-a335-3d57720e46fa",,,Frt,,,,,,,,,,,"United States",Colorado,Mesa,,"Chalk Mt.",,39.1308941,-108.2190912,WGS84,1000,"T11S R97W SEC53 NW¼","Allison Smith",Mapstedi,,,"I put the point in the corrected TRS on Chalk Mountain at 8050ft. AAS Good. RA",2454,,,,,"8050 ft, 2454 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,2f2841e2-3ef3-4760-b744-830f2c7a6882,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848682
13848683,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,24a0028f-1fbb-4bf6-917e-4432163f71d7,00201772,56334,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"W. A. Weber",4707,1949-06-08,1949,6,8,159,,"08 June 1949","Physaria rollinsii Mulligan, det. W.A. Weber, 1981. Original ID as Physaria floribunda Rydberg.","Sandy clay loam, sagebrush hillside.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=c9bad9d8-6079-457d-8e25-afe7dc2c4c42 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=35f47edf-7bad-4081-968c-3dc3afe520f5",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"12 mi E of Gunnison.",,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,419bcb3e-e579-4ca9-98f4-be149a547d40,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848683
13848684,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,87f90de4-b946-475e-842c-ccfe7d172af9,00201780,399176,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"Reed C. Rollins; Kathryn W. Rollins & Aileen Roads",8373,1983-06-19,1983,6,19,170,,"19 June 1983","Compact rosette w/ decumbent stems; flowers yellow; siliques scarcely inflated.","Limestone chip, high hill.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=6f51fb02-0a71-4fa3-ad59-34e3324c29df",,,Frt,,,,,,,,,,,"United States",Colorado,Gunnison,,"High hill leading up from Sapinero.",,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,0e0f018b-7493-4bac-817b-7bd41f72091b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848684
13848685,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,a4566448-3a5b-4664-9cee-c7d93a9587e3,00201798,379530,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"Reed C. Rollins; Kathryn W. Rollins",7959,1979-05-26,1979,5,26,146,,"26 May 1979","In a dense rosette.","Decomposed granite below granite boulders.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=49c915d3-1ddd-420c-991a-a1c87a7463c6 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=c5d4b69c-37d4-4b80-9992-3e1036b323ee | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=e00a1c28-2380-4b5d-8d21-734329d5dbc3",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"6 mi E of Parlin, 18 miles E of Gunnison.",,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,caf48114-e55e-4788-857c-50c2622ec567,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848685
13848686,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,c4926141-83d1-4f99-ada9-75ba6f4c9ce3,00201806,316198,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"B.C. Johnston; Pete Lucas",1518,1978-05-23,1978,5,23,143,,"23 May 1978",,"Rocky ridge.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"Beside US Hwy 50 ca 4 mi E of Gunnison.",,,,,,,,,,,,2350,,,,,"7710 ft, 2350 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,bc07c65c-4659-431b-ae87-ad8f85bfd2d8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848686
13848687,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,52ac1bb6-5ac2-49c9-9e76-a28183902c21,00201814,13841,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"H.N. Wheeler",599,1898-05-15,1898,5,15,135,,"15 May 1898","Physaria acutifolia Rydb.?, det. H.D. Harrington, no date. / P. acutifolia confirmed by W.A. Weber, 1947. / Physaria rollinsii Mulligan, det. W.A. Weber, 1981. Original ID as Physaria didymocarpa (Hook) Gray. One specimen labeled, ""not. P. acutifolia"".","Dry hillsides.",,,,,,,,,Flr,,,,,,,,,,,"United States",Colorado,Gunnison,,Sapinero.,,38.45943,-107.30228,WGS84,2000,,"Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"I placed the point at the GNIS point for Sapinero and increased the uncertainty to cover the area around the town. RA; Georeferenced 12 September 2017",,,,,,,,,"Access DB","2015-07-29 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,2e38a70f-d623-4828-bd8b-4195dedf0621,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848687
13848688,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,cbf9306f-92a0-4cf2-8f9b-388ca43143c5,00201822,58705,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"Gerorge W. Kelley",1500,1949-05-29,1949,5,29,149,,"29 May 1949","Physaria rollinsii Mulligan, det. W.A. Weber, 1981. Original ID as Physaria acutifolia Rydberg. Double Bladderpod.","Dry Rocky Roadside.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"1.5 mi W of Gunnison.",,,,,,,,,,,,2438,,,,,"8000 ft, 2438 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,db895e93-70f9-4b69-baa6-b84f4d569422,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848688
13848689,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,a662c802-c5af-4b25-b66d-906ce77443f6,00201830,13833,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"H.N. Wheeler",581,1898,1898,0,0,,,1898,"Physaria australis (Payson) Rollins, det. H.D. Harrington, no date. / P. acutifolia Rydberg, det. W.A. Weber, 1947. / Physaria rollinsii Mulligan, det. W.A. Weber, 1947. Original ID as Physaria didomacarpa (Hook) Gray.","Dry hills.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,Sapinero.,,38.45943,-107.30228,WGS84,2000,,"Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic Topo!",,"I placed the point at the GNIS point for Sapinero and increased the uncertainty to cover the area around the town. RA; Georeferenced 12 September 2017",,,,,,,,,"Access DB","2017-10-04 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,591765ef-cb82-4076-8bd7-a811810792a8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848689
13848691,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,c0acefe6-f6e3-43b7-9477-9883d4102dcd,00201855,379466,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria osterhoutii",95399,Payson,Physaria,,osterhoutii,,,Species,,,,,,,,"Reed C. Rollins",7944,1979-05-23,1979,5,23,143,,"23 May 1979",,"Chip rock and clay.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=d5c73d60-41b9-49b7-ae9c-9c2b95747bfc | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=1c47eaf8-6ca8-4484-ab38-f9e76f576b61 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=61fd222a-364a-46e7-a63c-a58e18387722",,,Flr,,,,,,,,,,,"United States",Colorado,Grand,,"Knolls below rim-rock just across Big Muddy Creek from Kremmling.",,40.066816,-106.3858685,WGS84,1000,,"Ryan Allen",Mapstedi,,,"Point plotted upon knoll north of Kremmling. Elevation given is lower than town itself. th",2225,,,,,"7300 ft, 2225 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,2370fa72-9527-4365-84c1-11690128a04a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848691
13848692,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,9007f312-3e90-4962-95ef-56f9f77b2535,00201863,384453,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria osterhoutii",95399,Payson,Physaria,,osterhoutii,,,Species,,,,,,,,"W. A. Weber; R. Wittmann",16244,1982-06-22,1982,6,22,173,,"22 June 1982",,"On slopes of black shale.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Summit,,"Above E side of Green Mt. Reservoir 9 mi N of Ute Pass Road Jct.",,39.87093,-106.27299,WGS84,1000,,"Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"I placed the point along the road east of Green Mountain Reservoir 9 road miles north of the Ute Pass road junction. RA; Georeferenced 29 June 2016",2350,,,,,"7710 ft, 2350 m",,,"Access DB","2015-07-29 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,8071cedd-86d6-4086-8b5c-948ad32a6996,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848692
13848693,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,6a196a85-42e0-494c-b6ef-ebda95a20276,00201871,496128,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria osterhoutii",95399,Payson,Physaria,,osterhoutii,,,Species,,,,,,,,"Nancy Redner",sn,1994-06-02,1994,6,2,153,,"02 June 1994","King Creek Quad.","Sagebrush hillside.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Summit,,"Along Williams Peak road.",,39.9187004,-106.3201857,WGS84,1000,"T1S R80W SEC35","Ryan Allen",Mapstedi,,,"I plotted the UTM along the road to the Williams Fork Mountains at 7775 ft in section 35. The TRS given is in Grand County not Summit. RA",2370,,,,,"7775 ft, 2370 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,75add2c7-dd54-4f0f-baff-10501ec7bdf0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848693
13848724,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,3d5f7d2e-95c9-4738-8b7a-c9c9db76730c,00202184,382251,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"Joan Young",6,1982-05-06,1982,5,6,126,,"06 May 1982","Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995.","Dry banks of roadside and above stream, clay ground.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Mesa,,"Along roadway to Vega Dam for several miles after turnoff road to Silt, E of Collbran.",,,,,,,,,,,,2194,,,,,"7200 ft, 2194 m",,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,809091e3-a961-4bff-8434-4000225929e1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848724
13848725,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,0138fe7e-ced8-4b9e-ba8b-d35367423e21,00202192,20093,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"H. D. Harrington",2604,1947-05-22,1947,5,22,142,,"22 May 1947","Physaria floribunda, det. G. A. Mulligan, 1967. / Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995. Petals yellow; stems ascending.","Open slope among bushes.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Garfield,,"10 miles west of Rifle.",,39.49161,-107.9490948,WGS84,5000,,"Ryan Allen",Mapstedi,"National Geographic TOPO!",,"I plotted the UTM 10 miles west of the GNIS point for Riffle along HWY 6. This fits the elevation better than 10 miles due west. RA",1768,,,,,"5800 ft, 1768 m",,,"Access DB","2020-10-29 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,9371cb38-6702-47c0-abbb-bce16a1f2f45,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848725
13848726,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,305f48ea-cd15-4fd3-a1c7-4b00f87fc4dc,00202200,169909,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"John H. Beaman; F. H. Erbisch",1115,1957-06-26,1957,6,26,177,,"26 June 1957","Physaria floribunda, det. G. A. Mulligan, 1967. / Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995. I. D. det. by R. C. Rollins.","In open areas among ponderosa pines in soil of finely divided shale.",,,,,,,,,Flr,,,,,,,,,,,"United States",Colorado,Hinsdale,,"3 mi. south of Lake City.",,37.9865,-107.31533,WGS84,2000,,"Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"I placed the point 3 miles south of the GNIS point for Lake City. RA; Georeferenced 09 April 2015",,,,,,,,,"Access DB","2015-07-29 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,8ef603d0-3ee0-4959-ae73-7570a546944c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848726
13848727,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,cd6edb50-5d8b-458d-9c08-65137ccc3101,00202218,169753,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"John H. Beaman; F. H. Erbisch",1193,1957-07-01,1957,7,1,182,,"01 July 1957","Physaria floribunda, det. G. A. Mulligan, 1967. / Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995. I. D. det. by R. C. Rollins.","In sandy soil on bluff.",,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Gunnison,,"2 mi. east of Sapinero; on bluff above the Gunnison River.",,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,854a0088-5ecd-494c-9c71-ec7640c0a1b2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848727
13848728,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,0b6a3225-d5ee-4809-9c0f-4b3eb4cbd25c,00202226,399177,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"Reed C. Rollins; Kathryn W. Rollins and AIleen G. Roads",8380,1983-06-18,1983,6,18,169,,"18 June 1983","Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995. Pedicels ultimately arched downward, siliques becoming inflated.","Clayey hillside.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=56f3e491-1d24-4b91-bc99-68445364d862",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Montrose,,"Off State Route 92, 2 miles S of Maher.",,38.61755,-107.58009,WGS84,500,,"Mat Sharples","SoRo; Biogeomancer Guide to Best Practices in Georeferencing in Georeferencing",GEOLocate,,"I placed the point 2 road miles S of Maher. MS 4/16/22.",,,,,,,,,"Access DB","2022-05-03 14:58:44",http://creativecommons.org/licenses/by-nc/3.0/,,,7a76fe47-a291-44e5-ada4-8b196920f34d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848728
13848729,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,b200b082-6dca-4fbb-a23c-5732e7bda675,00202234,71808,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"Reed C. Rollins",51104,1951-07-13,1951,7,13,194,,"13 July 1951","Physaria floribunda, det. G. A. Mulligan, 1967. / Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995.","Loose talus.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=fe8269ed-ad47-4523-8965-d7e8e64c86db | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=d45ab879-30b3-4eee-938d-7407cb9f11f9",,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Hinsdale,,"Near Lake Fork of the Gunnison River, 5 miles north of Lake City.",,38.09425,-107.29207,WGS84,1000,,"Ryan Allen","COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing","National Geographic TOPO!",,"I placed the point along the Lake Fork of the Gunnison River between the 8480 and 8520 ft contour lines. RA; Georeferenced 22 April 2015",2591,,,,,"8500 ft, 2591 m",,,"Access DB","2015-07-29 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,6eaaaff9-474f-4494-acad-2c6c147bf2ef,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848729
13848730,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,b454f6bd-a927-4921-b2e4-4b886836dc7c,00202242,306474,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria osterhoutii",95399,Payson,Physaria,,osterhoutii,,,Species,,,,,,,,"Ruth A. Nelson",8194,1968-06-19,1968,6,19,171,,"19 June 1968","Physaria floribunda Rydb., det. W. A. Weber, June 27, 1995. / Physaria osterhoutii Payson, det. W.F. Jennings, 25 Nov. 2003. Original ID: Physaria floribunda Rydberg.",,,,,,,,,,"Flr & Frt",,,,,,,,,,,"United States",Colorado,Grand,,"Along highway banks near Lake Granby.",,40.2483429,-105.8089978,WGS84,5000,,"Ryan Allen",Mapstedi,,,"I plotted the UTM along the highway above Grand Lake and increased the CV to cover the road along the lake. RA",,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,3dc7bc07-b318-4d56-b96c-66c4c2c14a16,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848730
