id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
4836320,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",5494,2011-06-02,2011,6,2,153,,,,"Juniper woodland above creek bed with scattered oak stringers.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Mesa,,"Battlement Mesa: White River National Forest: Little Alkali Creek Canyon upstream of confluence with creek leading to Bull Basin, ca 7 air mi E of De Beque.",,39.3377,-108.0809,"NAD 83",,"39.3377° N, 108.0809° W to 39.3327° N, 108.0796° W; NAD 83, , GPS reading; T8S R96W S23 W1/2; also NW1/4 S26",,,"GPS reading",,,1753,1890,,,,"5750-6200 ft.",,English,,"2014-06-17 11:27:32",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:597be8e8-60ce-4f80-a3e4-e00d72a73dbf,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4836320
4836555,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",5729,2011-06-08,2011,6,8,159,,,,"Rolling pinyon-juniper woodland and openings with sagebrush.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"S of the Eagle River (Red Canyon), ca 2 air mi E of Eagle.",,39.6571,-106.801,"NAD 83",,"39.6571° N, 106.801° W; NAD 83, , GPS reading; T4S R84W S34 SW1/4",,,"GPS reading",,,2195,2241,,,,"7200-7350 ft.",,English,,"2014-06-17 11:27:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:06a36260-ebef-462a-956f-f198981722ac,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4836555
4836838,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",6011,2011-06-14,2011,6,14,165,,,,"Sandy slopes and bottomlands with pinyon-juniper and sagebrush in openings.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Hills above the West Fork Cottonwood Creek ca 1 air mi above the confluence with the main creek, ca 4 air mi S of Greenhorn Mountain and ca 3 air mi NE of Gypsum.",,39.6888,-106.8967,"NAD 83",,"39.6888° N, 106.8967° W to 39.688° N, 106.901° W; NAD 83, , GPS reading; T4S R85W S23 SW1/4 NW1/4",,,"GPS reading",,,2165,2226,,,,"7100-7300 ft.",,English,,"2014-06-17 11:27:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f3898f70-920b-4178-952a-d3a3e3fa5686,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4836838
4837087,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",6260,2011-06-19,2011,6,19,170,,,,"Dry, rocky hillside with sagebrush and juniper.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Gore Range: Cottonwood Creek drainage, less than 0.5 air mi above confluence with Sheephorn Creek along County Road 11B, ca 8 air mi NE of State Bridge.",,39.9178,-106.5165,"NAD 83",,"39.9178° N, 106.5165° W; NAD 83, , GPS reading; T2S R82W S1 NW1/4 SE1/4",,,"GPS reading",,,2226,,,,,"7300 ft.",,English,,"2014-06-17 11:27:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e5efb71f-65d6-477b-9cf6-2d183b85382f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4837087
4837392,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",6565,2011-06-24,2011,6,24,175,,,,"Dry slopes with juniper and sagebrush.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Pitkin,,"South-facing slopes of Triangle Peak, adjacent to County Road 16, ca 6 air mi SE of Basalt.",,39.3008,-106.9253,"NAD 83",,"39.3008° N, 106.9253° W; NAD 83, , GPS reading; T9S R85W S6 SW1/4 NE1/4",,,"GPS reading",,,2195,2256,,,,"7200-7400 ft.",,English,,"2014-06-17 11:27:35",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:944181e9-a0d1-48b9-aa06-ed5ac2815043,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4837392
4837519,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",6692,2011-06-28,2011,6,28,179,,,,"West-facing hillside and roadside with oakbrush, juniper, and ponderosa pine.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Pitkin,,"Gulch E of Forest Road 305, ca 2 air mi S of intersection with County Road 108 and ca 6 air mi SW of Carbondale.",,39.3284,-107.2795,"NAD 83",,"39.3284° N, 107.2795° W; NAD 83, , GPS reading; T8S R89W S25 N1/2 SW1/4",,,"GPS reading",,,2256,2317,,,,"7400-7600 ft.",,English,,"2014-06-17 11:27:35",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f162ed19-27ca-4966-993c-7db5a9b72b83,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4837519
4838041,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",7215,2011-07-05,2011,7,5,186,,,,"Pinyon-juniper woodland and roadside.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Garfield,,"Red Hill, ca 1 air mi N of Carbondale.",,39.4203,-107.2222,"NAD 83",,"39.4203° N, 107.2222° W; NAD 83, , GPS reading; T7S R88W S28 SE1/4 NE1/4",,,"GPS reading",,,1921,,,,,"6300 ft.",,English,,"2014-06-17 11:27:36",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b79db67-53a4-49d7-980c-b1597a2b82c3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4838041
4841945,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,828083,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Jeanette Flaig",8218,2008-07-17,2008,7,17,199,,,,"Shale south-facing slope.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Grand,,"Blue Valley Ranch: west side of Blue River.",,,,,,"zone 13, 382568E, 4428897N; unknown, Specimen Label; T1S R80W S5",,,,,,2257,,,,,"7403 ft.",,English,,"2012-08-08 11:29:49",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c178ba05-1f90-4e96-ad80-4ef3bf76376a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4841945
4851262,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,USFS0060746,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Michael K. Kirkpatrick",5470,2011-06-01,2011,6,1,152,,,,"Shrink-swell clay slopes dominated by Atriplex, Sarcobatus, and Stanleya.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Garfield,,"Colorado River Valley: W of the mouth of Smith Gulch, N of I-70 along a frontage road, ca 5 air mi SW of Parachute.",,39.3986,-108.1373,"NAD 83",,"39.3986° N, 108.1373° W; NAD 83, , GPS reading; T7S R96W S32 N1/2",,,"GPS reading",,,1616,1646,,,,"5300-5400 ft.",,English,,"2014-06-19 02:00:59",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e6ddafa7-d8c3-414b-a96b-7b0db5d4ace2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4851262
12973412,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt, Benjamin Madsen",2730,2000-07-27,2000,7,27,209,,,,"Mixed conifer (Pinus contorta, P. aristata, Picea engelmannii), below treeline.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Chaffee,,"Central Colorado: Sawatch Range, East Slope Continental Divide: Princeton Mountain Trail, along Forest Service road up peak to hut, ca 8 air mi W of Nathrop.",,38.7473,-106.2085,,,"38.7473° N, 106.2085° W; T15S R79W S15; also S16",,,,,,3293,3598,,,,"10800-11800 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0e64d09b-041a-41b8-b23e-fc2b21308740,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12973412
12974300,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",370,2000-06-05,2000,6,5,157,,,,Sagebrush-juniper.,,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Pitkin,,"Central Colorado: Sawatch Range, West Slope Continental Divide: below Triangle Peak, off County Road 16, 4.4 road mi SE of junction of Colo Hwy 82 and Lower River Road, ca 9 air mi NW of Aspen.",,39.2992,-106.9274,,,"39.2992° N, 106.9274° W; T9S R85W S6 NE1/4",,,,,,2195,2378,,,,"7200-7800 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5e8344bc-fe7d-4674-beef-fc8f01baa341,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12974300
12975636,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66775,2000-05-23,2000,5,23,144,,,,"Gypsum barren slopes.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Trail Gulch on BLM Road 301, ca 7 air mi NNW of Gypsum.",,39.7502,-107.0011,,,"39.7502° N, 107.0011° W; T3S R86W S35 South1/2",,,,,,1997,2091,,,,"6550-6860 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c10c4f8-e6d6-44b0-a60d-d7ce218fcf8b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975636
12975656,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66796,2000-05-23,2000,5,23,144,,,,"Red sandstone slope and ridgetop.",,,,,,flowering,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Greenhorn Mountain, ca 4 air mi NW of Gypsum.",,39.6914,-106.9818,,,"39.6914° N, 106.9818° W; T4S R86W S24 NW1/4; also SW1/4 S13",,,,,,2226,2290,,,,"7300-7510 ft.",,English,,"2013-02-06 11:08:37",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f35e4465-9146-4db1-bd92-67d131af1090,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975656
12975677,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66817,2000-05-23,2000,5,23,144,,,,"Slope with scattered pinyon pine and areas of dense mountain mahogany; gypsum deposits abundant.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: BLM Road 110, ca 4 air mi SE of Eagle.",,39.6032,-106.7701,,,"39.6032° N, 106.7701° W; T5S R84W S23 NW1/4",,,,,,2210,2348,,,,"7250-7700 ft.",,English,,"2013-02-06 11:08:37",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ed313c5-4ede-415c-a98e-6a77b7ef5d30,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975677
12975881,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii","(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Ronald L. Hartman, Emily Holt",67025,2000-05-26,2000,5,26,147,,,,"Pinyon pine slopes.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Colo Hwy 131, ca 1 air mi N of Wolcott, just up County Road 49 towards landfill.",,39.7208,-106.6731,,,"39.7208° N, 106.6731° W; T4S R83W S10 NE1/4",,,,,,2241,2341,,,,"7350-7680 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2e16146b-d889-476c-9d89-5b911601e231,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975881
12975909,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",67052,2000-05-26,2000,5,26,147,,,,"Pinyon pine slopes along power line.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Sawatch Range, West Slope Continental Divide: Seven Castles, Fryingpan or County Road 104, 4 road mi E of Basalt.",,39.3871,-106.9634,,,"39.3871° N, 106.9634° W; T8S R86W S2 South1/2",,,,,,2134,2195,,,,"7000-7200 ft.",,English,,"2013-02-06 11:08:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c5be8ad6-6458-4554-b305-f21bc3c46fb3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975909
12983466,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721049,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Kevin J. Taylor",527,1997-05-26,1997,5,26,146,,,,"Juniper and aspen shrubland (Atriplex).",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: ca 3 air mi NNE of Crawford.",,38.7489,-107.5825,,,"38.7489° N, 107.5825° W; T15S R91W S17",,,,,,1829,1982,,,,"6000-6500 ft.",,English,,"2009-03-23 18:01:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1599043d-fab7-41fd-9de9-ea463fc46276,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12983466
12984049,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721048,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman, Kevin J. Taylor",56515,1997-05-19,1997,5,19,139,,,,"Boulder slopes and shrub zone where soil developed.",,,,,,fruiting,,,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: Needle Rock, south and east slopes to north side, rock face, ca 3.5 mi NE of Crawford.",,38.7196,-107.5453,,,"38.7196° N, 107.5453° W; T15S R91W S27 N1/4",,,,,,2104,2226,,,,"6900-7300 ft.",,English,,"2013-02-06 11:08:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:126f50a8-1c05-4d1b-a064-1d5708e91234,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12984049
12984174,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721047,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman, Kevin J. Taylor",56674,1997-05-20,1997,5,20,140,,,,"Pinyon-juniper woodland.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: Youngs Peak and lower intrusive mountain immediately SE; adjacent to Crawford.",,38.7049,-107.6011,,,"38.7049° N, 107.6011° W; T15S R91W S31 N1/2; also South 1/4 S30",,,,,,2012,2256,,,,"6600-7400 ft.",,English,,"2013-02-06 11:08:43",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:96a1969c-7f73-4cb6-9cca-3b13a7899fff,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12984174
12985461,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774399,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",5101,1998-05-19,1998,5,19,139,,,,"Sagebrush and juniper/pinyon.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: N of Youngs Peak, ca 1 air mi NE of Crawford.",,38.7196,-107.6011,,,"38.7196° N, 107.6011° W; T15S R91W S30 NW1/4",,,,,,2043,,,,,"6700 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0a271782-f497-4d6f-adfe-f86aadfa7ff1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12985461
12986162,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774398,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",5934,1998-06-07,1998,6,7,158,,,,"Southeast-facing drainage; Quercus, juniper, Symphoricarpos, Prunus, and Douglas-fir.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: adjacent to southern edge of Paonia Reservoir.",,38.9543,-107.359,,1609,"38.9543° N, 107.359° W; uncertainty 0.5 mi.; T13S R89W S5 SE1/4",,,,,,1951,2104,,,,"6400-6900 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c176dd98-e669-4ccc-9779-c2b4266d8134,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986162
12986264,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774397,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",6057,1998-06-07,1998,6,7,158,,,,"Pinyon/juniper forest; Amelanchier, Cercocarpus, Peraphyllum, Bromus tectorum, and Thermopsis.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: ca 2.5 air mi NNW of Paonia.",,38.9103,-107.6198,,,"38.9103° N, 107.6198° W; T13S R92W S24 SE1/4",,,,,,1951,1997,,,,"6400-6550 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9a6d3aab-bfa2-4810-8bd6-d31b5794b2f6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986264
12986949,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774396,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",6995,1998-06-19,1998,6,19,170,,,,"Sagebrush hills; Balsamorhiza.",,,,,,"flowering and fruiting",,,,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: ca 2 air mi SW of Almont.",,38.6528,-106.866,,,"38.6528° N, 106.866° W; T51N R1E S28 W1/2",,,,,,2744,2896,,,,"9000-9500 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5d1d537c-e046-4e8a-8893-653085d72fa2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986949
13033310,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684469,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2309,1991-06-05,1991,6,5,156,,,,"Steep, dry south-facing sandstone and shale slopes and cliffs, with juniper, pinyon pine, and saltbush.",,,,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: slopes above Colorado River-Sweetwater Creek confluence, ca 19 air mi NE of Glenwood Springs.",,39.7209,-107.0401,,,"39.7209° N, 107.0401° W; T4S R86W S9",,,,,,1890,2134,,,,"6200-7000 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:09714014-9f3e-4928-a638-2114e1be13bc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033310
13033628,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,685580,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2674,1991-06-17,1991,6,17,168,,,,"Terrace alluvium and dry wash, with Yucca, sagebrush, and narrowleaf cottonwood.",,,,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: Colorado River, ca 20 air mi N of Eagle.",,39.9119,-106.7701,,,"39.9119° N, 106.7701° W; T2S R84W S2",,,,,,2012,,,,,"6600 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:088cca98-9d23-4098-9236-99363d60ad7d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033628
13033714,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684466,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2764,1991-06-20,1991,6,20,171,,,,"Dry ridgetop, pinyon pine, juniper, mountain mahogany, scattered oak understory.",,,,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: Onion Ridge, ca 14 air mi E of Eagle.",,39.6732,-107.0988,,,"39.6732° N, 107.0988° W; T4S R87W S25",,,,,,2256,2470,,,,"7400-8100 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a325253-684a-4f8e-b8e2-5e92c94e61a6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033714
13034205,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst, Carlos Palaci",3328,1991-07-15,1991,7,15,196,,,,"Dry land above creek with sagebrush, and dry wash.",,,,,,,,,,,,,,U.S.A.,Colorado,Routt,,"Flat Tops/White River Plateau: creek N of Colorado River NW of and near McCoy, ca 18 air mi SSE of Yampa.",,39.9266,-106.7508,,,"39.9266° N, 106.7508° W; T1S R84W S36",,,,,,2104,,,,,"6900 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87be1019-cf93-47c4-b46d-985510072def,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13034205
13035477,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684481,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst, Walter Fertig",68,1990-05-27,1990,5,27,147,,,,"Dry sandy ravine bottom with Pinus edulis, Juniperus, Rhus trilobata.",,,,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: ravine off east side of Colorado River; ca 16 air mi NE of Glenwood Springs, 3.8 road mi N of Dotsero.",,39.6915,-107.0787,,,"39.6915° N, 107.0787° W; T4S R86W S19",,,,,,1890,2012,,,,"6200-6600 ft.",,English,,"2009-03-19 16:06:40",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f4234ac4-287b-4836-8d0a-f1ac4e443674,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13035477
