id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
12974300,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",370,2000-06-05,2000,6,5,157,,2000-6-5,,Sagebrush-juniper.,,,,,,fruiting,,,,,,U.S.A.,Colorado,Pitkin,,"Central Colorado: Sawatch Range, West Slope Continental Divide: below Triangle Peak, off County Road 16, 4.4 road mi SE of junction of Colo Hwy 82 and Lower River Road, ca 9 air mi NW of Aspen.",,39.2992,-106.9274,,,"39.2992° N, 106.9274° W; T9S R85W S6 NE1/4",,,,,,2195,2378,,,,"7200-7800 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5e8344bc-fe7d-4674-beef-fc8f01baa341,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12974300
12975636,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66775,2000-05-23,2000,5,23,144,,2000-5-23,,"Gypsum barren slopes.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Trail Gulch on BLM Road 301, ca 7 air mi NNW of Gypsum.",,39.7502,-107.0011,,,"39.7502° N, 107.0011° W; T3S R86W S35 South1/2",,,,,,1997,2091,,,,"6550-6860 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c10c4f8-e6d6-44b0-a60d-d7ce218fcf8b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975636
12975656,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66796,2000-05-23,2000,5,23,144,,2000-5-23,,"Red sandstone slope and ridgetop.",,,,,,flowering,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Greenhorn Mountain, ca 4 air mi NW of Gypsum.",,39.6914,-106.9818,,,"39.6914° N, 106.9818° W; T4S R86W S24 NW1/4; also SW1/4 S13",,,,,,2226,2290,,,,"7300-7510 ft.",,English,,"2013-02-06 11:08:37",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f35e4465-9146-4db1-bd92-67d131af1090,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975656
12975677,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",66817,2000-05-23,2000,5,23,144,,2000-5-23,,"Slope with scattered pinyon pine and areas of dense mountain mahogany; gypsum deposits abundant.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: BLM Road 110, ca 4 air mi SE of Eagle.",,39.6032,-106.7701,,,"39.6032° N, 106.7701° W; T5S R84W S23 NW1/4",,,,,,2210,2348,,,,"7250-7700 ft.",,English,,"2013-02-06 11:08:37",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ed313c5-4ede-415c-a98e-6a77b7ef5d30,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975677
12975881,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Ronald L. Hartman, Emily Holt",67025,2000-05-26,2000,5,26,147,,2000-5-26,,"Pinyon pine slopes.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: Colo Hwy 131, ca 1 air mi N of Wolcott, just up County Road 49 towards landfill.",,39.7208,-106.6731,,,"39.7208° N, 106.6731° W; T4S R83W S10 NE1/4",,,,,,2241,2341,,,,"7350-7680 ft.",,English,,"2009-03-19 15:41:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2e16146b-d889-476c-9d89-5b911601e231,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975881
12975909,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Emily Holt",67052,2000-05-26,2000,5,26,147,,2000-5-26,,"Pinyon pine slopes along power line.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Sawatch Range, West Slope Continental Divide: Seven Castles, Fryingpan or County Road 104, 4 road mi E of Basalt.",,39.3871,-106.9634,,,"39.3871° N, 106.9634° W; T8S R86W S2 South1/2",,,,,,2134,2195,,,,"7000-7200 ft.",,English,,"2013-02-06 11:08:38",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c5be8ad6-6458-4554-b305-f21bc3c46fb3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12975909
12983466,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721049,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Kevin J. Taylor",527,1997-05-26,1997,5,26,146,,1997-5-26,,"Juniper and aspen shrubland (Atriplex).",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: ca 3 air mi NNE of Crawford.",,38.7489,-107.5825,,,"38.7489° N, 107.5825° W; T15S R91W S17",,,,,,1829,1982,,,,"6000-6500 ft.",,English,,"2009-03-23 18:01:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1599043d-fab7-41fd-9de9-ea463fc46276,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12983466
12984049,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721048,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman, Kevin J. Taylor",56515,1997-05-19,1997,5,19,139,,1997-5-19,,"Boulder slopes and shrub zone where soil developed.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: Needle Rock, south and east slopes to north side, rock face, ca 3.5 mi NE of Crawford.",,38.7196,-107.5453,,,"38.7196° N, 107.5453° W; T15S R91W S27 N1/4",,,,,,2104,2226,,,,"6900-7300 ft.",,English,,"2013-02-06 11:08:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:126f50a8-1c05-4d1b-a064-1d5708e91234,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12984049
12984174,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721047,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman, Kevin J. Taylor",56674,1997-05-20,1997,5,20,140,,1997-5-20,,"Pinyon-juniper woodland.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: Youngs Peak and lower intrusive mountain immediately SE; adjacent to Crawford.",,38.7049,-107.6011,,,"38.7049° N, 107.6011° W; T15S R91W S31 N1/2; also South 1/4 S30",,,,,,2012,2256,,,,"6600-7400 ft.",,English,,"2013-02-06 11:08:43",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:96a1969c-7f73-4cb6-9cca-3b13a7899fff,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12984174
12985461,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774399,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",5101,1998-05-19,1998,5,19,139,,1998-5-19,,"Sagebrush and juniper/pinyon.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: N of Youngs Peak, ca 1 air mi NE of Crawford.",,38.7196,-107.6011,,,"38.7196° N, 107.6011° W; T15S R91W S30 NW1/4",,,,,,2043,,,,,"6700 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0a271782-f497-4d6f-adfe-f86aadfa7ff1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12985461
12986162,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774398,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",5934,1998-06-07,1998,6,7,158,,1998-6-7,,"Southeast-facing drainage; Quercus, juniper, Symphoricarpos, Prunus, and Douglas-fir.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: adjacent to southern edge of Paonia Reservoir.",,38.9543,-107.359,,1609,"38.9543° N, 107.359° W; uncertainty 0.5 mi.; T13S R89W S5 SE1/4",,,,,,1951,2104,,,,"6400-6900 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c176dd98-e669-4ccc-9779-c2b4266d8134,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986162
12986264,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774397,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",6057,1998-06-07,1998,6,7,158,,1998-6-7,,"Pinyon/juniper forest; Amelanchier, Cercocarpus, Peraphyllum, Bromus tectorum, and Thermopsis.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Northern Gunnison Basin: ca 2.5 air mi NNW of Paonia.",,38.9103,-107.6198,,,"38.9103° N, 107.6198° W; T13S R92W S24 SE1/4",,,,,,1951,1997,,,,"6400-6550 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9a6d3aab-bfa2-4810-8bd6-d31b5794b2f6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986264
12986949,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,774396,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Kevin J. Taylor",6995,1998-06-19,1998,6,19,170,,1998-6-19,,"Sagebrush hills; Balsamorhiza.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: ca 2 air mi SW of Almont.",,38.6528,-106.866,,,"38.6528° N, 106.866° W; T51N R1E S28 W1/2",,,,,,2744,2896,,,,"9000-9500 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5d1d537c-e046-4e8a-8893-653085d72fa2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12986949
13033310,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684469,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2309,1991-06-05,1991,6,5,156,,1991-6-5,,"Steep, dry south-facing sandstone and shale slopes and cliffs, with juniper, pinyon pine, and saltbush.",,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: slopes above Colorado River-Sweetwater Creek confluence, ca 19 air mi NE of Glenwood Springs.",,39.7209,-107.0401,,,"39.7209° N, 107.0401° W; T4S R86W S9",,,,,,1890,2134,,,,"6200-7000 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:09714014-9f3e-4928-a638-2114e1be13bc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033310
13033628,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,685580,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2674,1991-06-17,1991,6,17,168,,1991-6-17,,"Terrace alluvium and dry wash, with Yucca, sagebrush, and narrowleaf cottonwood.",,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: Colorado River, ca 20 air mi N of Eagle.",,39.9119,-106.7701,,,"39.9119° N, 106.7701° W; T2S R84W S2",,,,,,2012,,,,,"6600 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:088cca98-9d23-4098-9236-99363d60ad7d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033628
13033714,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684466,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst",2764,1991-06-20,1991,6,20,171,,1991-6-20,,"Dry ridgetop, pinyon pine, juniper, mountain mahogany, scattered oak understory.",,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: Onion Ridge, ca 14 air mi E of Eagle.",,39.6732,-107.0988,,,"39.6732° N, 107.0988° W; T4S R87W S25",,,,,,2256,2470,,,,"7400-8100 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a325253-684a-4f8e-b8e2-5e92c94e61a6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13033714
13034205,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst, Carlos Palaci",3328,1991-07-15,1991,7,15,196,,1991-7-15,,"Dry land above creek with sagebrush, and dry wash.",,,,,,,,,,,,U.S.A.,Colorado,Routt,,"Flat Tops/White River Plateau: creek N of Colorado River NW of and near McCoy, ca 18 air mi SSE of Yampa.",,39.9266,-106.7508,,,"39.9266° N, 106.7508° W; T1S R84W S36",,,,,,2104,,,,,"6900 ft.",,English,,"2009-03-19 16:06:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87be1019-cf93-47c4-b46d-985510072def,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13034205
13035477,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684481,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"James P. Vanderhorst, Walter Fertig",68,1990-05-27,1990,5,27,147,,1990-5-27,,"Dry sandy ravine bottom with Pinus edulis, Juniperus, Rhus trilobata.",,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Flat Tops/White River Plateau: ravine off east side of Colorado River; ca 16 air mi NE of Glenwood Springs, 3.8 road mi N of Dotsero.",,39.6915,-107.0787,,,"39.6915° N, 107.0787° W; T4S R86W S19",,,,,,1890,2012,,,,"6200-6600 ft.",,English,,"2009-03-19 16:06:40",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f4234ac4-287b-4836-8d0a-f1ac4e443674,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13035477
13035774,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684471,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman, James P. Vanderhorst",24506,1990-05-23,1990,5,23,143,,1990-5-23,,"East exposure and ridge top, red shale and white sandstone, old burn with Juniperus osteosperma and Quercus gambelii grading above on sandstone Juniperus osteosperma-Amelanchier-Ephedra; shale with juniper and oak.",,,,,,,,,,,,U.S.A.,Colorado,Garfield,,"Flat Tops/White River Plateau: Main Elk Creek, ca 4 air mi NW of New Castle.",,39.615,-107.588,,,"39.615° N, 107.588° W; T5S R91W S15",,,,,,1768,2043,,,,"5800-6700 ft.",,English,,"2009-03-19 16:06:40",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8e3df21b-1e14-4f7c-9f38-107fec8a5535,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13035774
13036351,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,684470,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Ronald L. Hartman",25843,1990-06-24,1990,6,24,175,,1990-6-24,,"Oak-juniper scrub community below; spruce, spruce-Douglas fir communities in canyon bottoms and sides above.",,,,,,,,,,,,U.S.A.,Colorado,Garfield,,"Flat Tops/White River Plateau: Main Elk Creek from trailhead to just beyond confluence with Deep Creek, ca 15 air mi NE of Rifle.",,39.7023,-107.588,,,"39.7023° N, 107.588° W; T4S R91W S15; also S22, S23; also S26",,,,,,1707,1951,,,,"5600-6400 ft.",,English,,"2009-03-19 16:06:40",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ea2044f-de0d-445e-aa7f-4ab3f2e4c093,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13036351
13054031,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",7571,2012-05-15,2012,5,15,136,,2012-5-15,,"Pinyon/juniper woodland.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Grand Mesa National Forest: Alkali Basin and surrounding hillsides off of Alkali Basin Road, ca 9 air mi NNW of Delta.",,38.8756,-108.1424,"NAD 83",,"38.8756° N, 108.1424° W to 38.8684° N, 108.1466° W; NAD 83, , GPS reading; T13S R96W S32 SE1/4; also T14S R96W S5 NE1/4",,,"GPS reading",,,2457,2561,,,,"8060-8400 ft.",,English,,"2016-11-22 23:30:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cc7b04e3-d58f-44c5-8409-a2b63a5b622a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13054031
13054558,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",8104,2012-05-29,2012,5,29,150,,2012-5-29,,"Sparse pinyon/juniper with barren clay slope.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Mesa,,"Grand Mesa National Forest: Horsethief Mountain, southwest slopes near Shire Gulch, off of V or Sunnyside Road, ca 27 air mi NE of Grand Junction.",,39.25824,-108.13963,"NAD 83",,"39.25824° N, 108.13963° W to 39.26661° N, 108.13637° W; NAD 83, , GPS reading; T9S R96W S19 E1/2; also S20 NW1/4",,,"GPS reading",,,1841,1951,,,,"6040-6400 ft.",,English,,"2016-11-22 23:30:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5b67d735-92ad-4616-9cc1-c5b760e0b2cb,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13054558
13054926,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",8471,2012-06-05,2012,6,5,157,,2012-6-5,,"In pinyon/juniper.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"Oak Mesa: south slopes off BLM road from northeast end of Coal Road, at Jay Creek crossing, ca 6.5 air mi NNE of Hotchkiss.",,38.88669,-107.70442,"NAD 83",,"38.88669° N, 107.70442° W to 38.88727° N, 107.7018° W; NAD 83, , GPS reading; T13S R92W S32 NW1/4; also S29 SW1/4",,,"GPS reading",,,2226,2293,,,,"7300-7520 ft.",,English,,"2016-11-22 23:30:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9f3f1b30-e7a1-4c39-851e-f049917a697c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13054926
13055006,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",8551,2012-06-07,2012,6,7,159,,2012-6-7,,"Exposed west-facing hillside in mixed mountain shrub community.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Delta,,"West Elk Mountains: Gunnison National Forest: Mount Lamborn: south slope along Bell Creek, Forest Trail 894, ca 6 air mi SE of Paonia.",,38.7881,-107.543,"NAD 83",,"38.7881° N, 107.543° W to 38.7963° N, 107.5622° W; NAD 83, , GPS reading; T14S R91W S34 NE1/4; also S33",,,"GPS reading",,,2256,2652,,,,"7400-8700 ft.",,English,,"2016-11-22 23:30:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:501823a1-1e46-4e81-b9d3-b64ecbe6f659,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13055006
13074993,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",595,2010-06-26,2010,6,26,177,,2010-6-26,,"Pinyon/juniper forest on south-facing slope of clay soils with basalt boulders.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Delta,,"Dry Gulch, NNE of Petrie Mesa, ca 6 road mi from Devils Thumb Golf Club, ca 9 1/4 air mi NNW of Delta.",,38.8648,-108.1169,"NAD 83",,"38.8648° N, 108.1169° W to 38.866° N, 108.1182° W to 38.866° N, 108.1129° W; NAD 83, , GPS reading; T14S R95W S3 W1/2",,,"GPS reading",,,2262,2329,,,,"7420-7640 ft.",,English,,"2016-11-22 23:30:04",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f63df57d-3ffc-4510-b1b7-49fabd20fb9f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13074993
13075111,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",712,2010-06-28,2010,6,28,179,,2010-6-28,,"Pinyon/juniper woodland on steep, rocky, south-facing slopes.",,,,,,fruiting,,,,,,U.S.A.,Colorado,Ouray,,"BLM land adjacent to Billy Creek State Wildlife Area, ca 2.5 road mi E of U.S. Hwy 550 on County Road 2 and 2A, then on jeep road just outside Division of Wildlife boundary, ca 15 air mi SSE of Montrose.",,38.2955,-107.7218,"NAD 83",,"38.2955° N, 107.7218° W to 38.3019° N, 107.7288° W; NAD 83, , GPS reading; T46N R7W S2 E1/2",,,"GPS reading",,,2134,2402,,,,"7000-7880 ft.",,English,,"2016-11-22 23:30:04",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ad167b4d-e54a-4ba4-ae65-2534a742c97d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13075111
13077480,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Lori E. Brummer",2921,2011-05-21,2011,5,21,141,,2011-5-21,,"Pinyon/juniper woodland.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Mesa,,"Grand Mesa: Kannah Creek, Spring Camp Trail, ca 18.5 air mi SE of Grand Junction.",,38.961,-108.2307,"NAD 83",,"38.961° N, 108.2307° W to 38.9514° N, 108.217° W; NAD 83, , GPS reading; T12S R97W S34 SW1/4; also T13S R97W S3 N1/2",,,"GPS reading",,,1854,2195,,,,"6080-7200 ft.",,English,,"2016-11-22 23:30:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a4f75e3e-4d70-4d35-81a2-c4cbe8e2ebf2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13077480
